society,price,place,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Direction,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
on request new alipore,4.69,alipore,13500.0,4.0,4.0,2,2.0,South,Relatively New,South,2972.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0
standalone building,0.21,sarsuna,2964.0,2.0,2.0,1,0.0,North-West,Relatively New,South,599.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
standalone building,0.33,behala,3500.0,2.0,2.0,1,3.0,North-East,Relatively New,South,813.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0
residential apartment,0.41,barisha,4050.0,3.0,2.0,1,3.0,South-West,Relatively New,South,855.0,0.0,0.0,0.0,0.0,1.0,0.0,65.0
residential apartment,0.23,bakultala,2705.0,2.0,2.0,1,2.0,South-East,Moderately Old,South,727.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0
mayfair oasis,0.4,ramchandrapur,3252.0,3.0,2.0,1,2.0,North-East,Relatively New,South,1052.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
sreeram,0.71,bansdroni,5358.0,3.0,2.0,1,3.0,South,New Property,South,1133.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
chandi ghosh road,0.65,tollygunge,6500.0,3.0,2.0,1,2.0,South,New Property,South,855.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
sadhanjali apartment,0.42,bansdroni,4516.0,2.0,2.0,0,1.0,South,Relatively New,South,796.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
on request,0.68,jogendra garden,6181.0,3.0,2.0,1,2.0,North-East,New Property,South,941.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
magnolia prestige,0.43,bishnupur,3372.0,3.0,2.0,3,4.0,North-West,Relatively New,North,1091.0,0.0,0.0,0.0,0.0,1.0,0.0,43.0
on request,0.29,rajarhat,2950.0,2.0,2.0,1,3.0,West,Relatively New,East,841.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0
atree,1.15,new town,4600.0,6.0,4.0,2,4.0,South,Relatively New,East,2139.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0
sova apartment,0.61,new town,4880.0,3.0,2.0,2,1.0,East,Relatively New,East,1069.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0
45by22 moor avenue,0.55,tollygunge,4435.0,3.0,2.0,1,3.0,South,Old Property,South,1061.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
on request,1.15,jodhpur park,9000.0,3.0,2.0,2,2.0,North-East,New Property,South,1091.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
magnolia oxygen,0.43,rajarhat,4849.0,2.0,2.0,1,6.0,South-East,New Property,East,767.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
on request,1.25,ballygunge,9300.0,3.0,2.0,1,3.0,South-East,New Property,South,1151.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
on request new booking,1.36,ballygunge,9300.0,3.0,2.0,1,1.0,South-East,Relatively New,South,1249.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0
residential apartment new booking,0.65,lake gardens,6500.0,2.0,2.0,1,2.0,South-East,Relatively New,South,855.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
on request new booking,1.11,pr,6499.0,3.0,3.0,1,3.0,South-East,Relatively New,South,1459.0,0.0,0.0,0.0,0.0,1.0,0.0,78.0
on request,0.33,new town,3515.0,2.0,2.0,1,4.0,North-East,Relatively New,North,798.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.45,baguiati,3983.0,3.0,2.0,2,4.0,East,Relatively New,North,956.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.34,baguiati,4011.0,2.0,2.0,1,4.0,West,Relatively New,North,736.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
yarrow co operative society,0.77,patuli,6160.0,3.0,2.0,1,3.0,North-East,Old Property,South,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
joyee apartment,1.6,naktala,5333.0,4.0,4.0,3+,3.0,North-West,Old Property,South,2566.0,0.0,0.0,0.0,1.0,0.0,2.0,36.0
ashirbad  apartment,0.67,naktala,5469.0,3.0,2.0,1,1.0,South,Moderately Old,South,1048.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
sun bright,2.25,tollygunge,8420.0,4.0,3.0,3,4.0,East,Relatively New,South,2286.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
karunamoyee,0.38,haridevpur,4313.0,2.0,2.0,1,1.0,East,Relatively New,South,754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kalitala,0.27,sodepur,3176.0,2.0,2.0,1,1.0,East,Relatively New,South,727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
on request,0.24,kaikhali,3400.0,2.0,2.0,1,2.0,North-West,Relatively New,North,599.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.31,kaikhali,3400.0,2.0,2.0,1,2.0,East,Relatively New,North,770.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.28,kaikhali,3400.0,2.0,2.0,1,2.0,North-West,Relatively New,North,693.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.3,rajarhat,3595.0,2.0,2.0,1,1.0,South-West,Relatively New,East,719.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
shibam aprtment,0.34,rajarhat,3600.0,2.0,2.0,1,2.0,East,Relatively New,East,800.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
bina apartment,0.28,rajarhat,3000.0,2.0,2.0,1,1.0,East,Relatively New,East,787.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0
dpka manorama residency,0.27,rajarhat,2950.0,2.0,2.0,1,3.0,North,Relatively New,East,775.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0
dpka manorama residency,0.31,rajarhat,2950.0,2.0,2.0,2,3.0,East,Relatively New,East,892.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0
dpka manorama residency,0.36,rajarhat,2950.0,3.0,2.0,3,2.0,North-West,Relatively New,East,1044.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0
on request,0.58,madurdaha,4833.0,3.0,2.0,1,2.0,North-East,Moderately Old,South,1027.0,0.0,0.0,0.0,0.0,1.0,0.0,63.0
on request,0.41,madurdaha,4555.0,2.0,2.0,2,2.0,South-East,Moderately Old,South,770.0,0.0,0.0,0.0,0.0,1.0,0.0,63.0
on request,0.51,patuli,6200.0,2.0,2.0,1,3.0,North-East,New Property,South,701.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
magnolia oxygen,0.44,rajarhat,4905.0,2.0,2.0,1,4.0,South-West,Relatively New,East,767.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0
standalone building,0.25,behala,3500.0,2.0,2.0,1,1.0,North-East,Relatively New,South,620.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0
on request,1.36,ballygunge,9300.0,3.0,2.0,1,1.0,South-East,New Property,South,1248.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
windsor heights,0.95,em bypass,7347.0,3.0,2.0,3,3.0,North-West,Relatively New,South,1106.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
essar residency,0.32,dash drone,3219.0,3.0,2.0,2,4.0,North-West,Relatively New,East,850.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
torsa prantika,0.33,fartabad,4342.0,2.0,2.0,1,1.0,South-East,Old Property,South,664.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rajat avante,0.49,joka,5931.0,2.0,2.0,1,13.0,North-East,Relatively New,South,721.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
siddha happyville,0.9,rajarhat,7114.0,3.0,2.0,1,14.0,East,Relatively New,East,1082.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
semi complex,0.46,new garia,4000.0,3.0,2.0,1,2.0,South-East,Relatively New,South,994.0,0.0,0.0,0.0,0.0,1.0,0.0,94.0
semi complex,0.33,new garia,4000.0,2.0,2.0,1,2.0,North-West,Relatively New,South,708.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0
semi complex,0.25,nayabad,4057.0,2.0,1.0,0,2.0,South-West,New Property,South,536.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0
siddha eden lakeville,0.89,bt road,6477.0,3.0,3.0,1,10.0,North,Relatively New,North,1175.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
on request,0.86,new town,5375.0,3.0,2.0,1,2.0,South-East,Relatively New,East,1369.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.6,new town,4800.0,3.0,2.0,1,3.0,North-West,Relatively New,East,1069.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.47,new town,5875.0,2.0,2.0,1,2.0,East,Relatively New,East,684.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.65,new town,5000.0,3.0,2.0,1,3.0,North,Relatively New,East,1112.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
pacheria kusumba greens,0.3,sonarpur,5014.0,2.0,2.0,1,4.0,South-West,Relatively New,South,749.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
not applicable,0.27,kamalgazi,3800.0,2.0,2.0,1,1.0,South,Relatively New,South,615.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0
on request new,0.3,narendrapur,4195.0,2.0,2.0,1,2.0,South,Relatively New,South,612.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
suryalok apartments,1.4,mandevilla garden,12544.0,2.0,2.0,1,3.0,South,Old Property,South,955.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0
not applicable,2.0,ballygunge,11111.0,3.0,3.0,0,1.0,South,Old Property,South,1540.0,0.0,0.0,0.0,0.0,0.0,2.0,107.0
ballygunge apartments,0.8,ballygunge,9411.0,2.0,2.0,0,8.0,North-West,Old Property,South,727.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
not applicable,1.25,panditiya road,9005.0,3.0,2.0,1,2.0,North-East,Relatively New,South,1187.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
natural avenue,4.0,southern avenue,16000.0,4.0,4.0,1,3.0,South,Relatively New,South,2139.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
multicon sapphire court,0.75,golf club road,7500.0,2.0,2.0,1,1.0,South-East,Old Property,South,855.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
not applicable,0.95,tollygunge,6904.0,3.0,2.0,2,4.0,South-West,Old Property,South,1177.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
not applicable,0.95,naktala,6551.0,3.0,2.0,1,3.0,South-East,Moderately Old,South,1240.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0
bengal shapoorji shukhobristhi,0.55,new town,6043.0,3.0,2.0,1,9.0,East,Relatively New,East,778.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
ananda apartment,0.86,madurdaha,5000.0,3.0,3.0,1,2.0,South-East,Relatively New,South,1380.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0
novelty,0.64,madurdaha,5000.0,3.0,2.0,1,2.0,South-East,Relatively New,South,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
amelia,0.38,madurdaha,4500.0,2.0,2.0,1,3.0,East,Relatively New,South,683.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
ashirbad alay,0.38,nayabad,4000.0,3.0,2.0,1,3.0,East,Relatively New,South,768.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
kriti apartment,0.34,nayabad,4100.0,2.0,2.0,1,2.0,South-East,Relatively New,South,654.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
purbayan,0.34,bagha jat,4500.0,2.0,2.0,1,1.0,North-West,Relatively New,South,600.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
lake view,0.38,new garai,3800.0,2.0,2.0,1,1.0,South-East,Relatively New,South,804.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
pacific sriguru,0.33,garia,3800.0,2.0,2.0,1,2.0,South-East,Relatively New,South,685.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
niharika apartment,0.39,nayabad,4162.0,2.0,2.0,1,1.0,North-East,Moderately Old,South,749.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
on request,0.26,barrackpore,2600.0,3.0,2.0,1,3.0,North,Relatively New,North,855.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
on request(new barrackpur),0.14,barrackpore,2518.0,1.0,1.0,1,1.0,South,Relatively New,North,467.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
on request(new booking),0.21,barrackpore,2551.0,2.0,2.0,1,3.0,North-East,Relatively New,North,704.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
on request,0.17,madhyamgram,2511.0,2.0,1.0,1,3.0,South-East,Relatively New,North,569.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
on request,0.32,madhyamgram,3163.0,3.0,2.0,1,1.0,North,Relatively New,North,871.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
roni apartment(new booking),0.34,madhyamgram,2935.0,3.0,2.0,1,4.0,North,Relatively New,North,988.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
on request( new booking ),0.17,madhyamgram,2433.0,2.0,1.0,1,3.0,South-East,Relatively New,North,580.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
shree ganapati apartment(new booking),0.26,konnagar,2300.0,3.0,2.0,1,2.0,South-East,New Property,West,967.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0
shree ganapati apartment (new booking),0.2,konnagar,2300.0,2.0,2.0,1,1.0,South-West,New Property,West,744.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0
shree ganapati apartment(new booking),0.26,konnagar,2300.0,3.0,2.0,1,1.0,North-East,New Property,West,953.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0
sankari apartment,0.3,dum dum,3488.0,2.0,2.0,1,1.0,South-East,Relatively New,North,736.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
siddhivinayak society.,0.43,kaikhali,4523.0,2.0,2.0,1,1.0,South,Relatively New,North,817.0,0.0,0.0,0.0,0.0,1.0,0.0,138.0
suman apartment,0.26,baguiati,3700.0,2.0,2.0,1,2.0,West,Relatively New,North,599.0,0.0,0.0,0.0,0.0,1.0,0.0,63.0
on request,0.32,ch,4539.0,2.0,2.0,1,1.0,South,Relatively New,East,615.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
on request,0.42,dash drone,4640.0,3.0,2.0,1,2.0,North,Relatively New,East,788.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
"on request, new booking",0.46,ch,4239.0,3.0,2.0,2,2.0,North-East,Relatively New,East,944.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
on request,0.45,ch,4352.0,3.0,2.0,1,3.0,South,Relatively New,East,900.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
ganesh plaza(new booking),0.18,h,2500.0,2.0,2.0,1,3.0,North-East,New Property,West,618.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
upoher heights(new booking-semi complex),0.35,konnagar,2700.0,3.0,2.0,2,5.0,South-East,New Property,West,1115.0,0.0,0.0,0.0,1.0,0.0,0.0,88.0
upoher heights(new booking-semi complex),0.29,konnagar,2700.0,3.0,2.0,1,3.0,South-West,New Property,West,911.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
upoher heights(new booking-semi complex),0.29,konnagar,2700.0,2.0,2.0,2,5.0,North-West,New Property,West,924.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
upoher heights(new booking-semi complex),0.29,konnagar,2700.0,2.0,2.0,1,1.0,North-East,New Property,West,928.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
nexus apartment(new booking),0.14,konnagar,2200.0,2.0,2.0,1,0.0,North-East,New Property,West,543.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
nexus apartment (new booking),0.21,konnagar,2450.0,3.0,2.0,1,2.0,North-East,New Property,West,749.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
nexus apartment(new booking),0.21,konnagar,2350.0,2.0,2.0,1,1.0,North-West,New Property,West,749.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
ghosh apartment(new booking),0.16,h,2400.0,2.0,2.0,1,1.0,North-East,New Property,West,577.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
ganesh apartment(new booking),0.14,konnagar,2400.0,2.0,2.0,1,2.0,North-West,New Property,West,515.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
jai ganesh apartment(new booking),0.23,konnagar,2500.0,2.0,2.0,1,5.0,South-West,New Property,West,775.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0
jai ganesh apartment(new booking),0.18,konnagar,2500.0,2.0,2.0,1,5.0,South-East,New Property,West,623.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
ganapati apartment(new booking),0.17,konnagar,2300.0,2.0,2.0,1,1.0,South-East,New Property,West,650.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0
ganapati apartment (new booking),0.16,konnagar,2300.0,2.0,2.0,1,2.0,North-East,New Property,West,578.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
ganapati apartment(new booking),0.16,konnagar,2100.0,2.0,2.0,1,0.0,South-East,New Property,West,633.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
nsc bose road,1.25,bansdroni,6578.0,3.0,3.0,2,0.0,South-East,Old Property,South,1625.0,0.0,0.0,1.0,0.0,0.0,2.0,34.0
on request,0.34,baguiati,4200.0,2.0,2.0,1,1.0,North-West,Relatively New,North,692.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
sathi apartment(new booking),0.15,konnagar,1804.0,2.0,2.0,1,5.0,South-East,New Property,West,735.0,0.0,0.0,0.0,1.0,0.0,0.0,79.0
sathi apartment(new booking),0.1,konnagar,2300.0,1.0,1.0,1,0.0,South,New Property,West,363.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0
on request,0.36,raghunathpur,3800.0,3.0,2.0,1,1.0,South-West,Relatively New,North,821.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
on request,0.38,kaikhali,3800.0,3.0,2.0,1,1.0,North,Relatively New,North,855.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
ma saroda apartment,0.28,kaikhali,3500.0,2.0,2.0,1,1.0,South,Relatively New,North,678.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
ma saroda apartment,0.37,kaikhali,3500.0,3.0,2.0,1,1.0,South-West,Relatively New,North,901.0,0.0,0.0,0.0,0.0,1.0,0.0,77.0
ma saroda apartment,0.3,kaikhali,3500.0,2.0,2.0,1,1.0,North,Relatively New,North,729.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
ma saroda apartments,0.28,kaikhali,3500.0,2.0,2.0,1,1.0,North,Relatively New,North,690.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
siddhivinayak apartment.,0.37,kaikhali,3700.0,3.0,2.0,1,2.0,South-East,Relatively New,North,855.0,0.0,0.0,0.0,0.0,1.0,0.0,85.0
natural view,1.1,ultadanga,5981.0,3.0,2.0,1,1.0,East,Moderately Old,North,1573.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
apanjan enclave (new booking),0.21,konnagar,2700.0,2.0,2.0,1,2.0,North-East,New Property,West,663.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0
jai ganesh apartment(new booking),0.19,konnagar,2500.0,2.0,2.0,1,4.0,South-West,Relatively New,West,648.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0
jai ganesh apartment(new booking),0.15,konnagar,2500.0,2.0,2.0,1,1.0,North-East,Relatively New,West,522.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
jai ganesh apartment (new booking),0.24,konnagar,2500.0,2.0,2.0,1,4.0,East,Relatively New,West,807.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0
vinayak plaza(new booking),0.3,konnagar,2600.0,3.0,2.0,2,3.0,East,Relatively New,West,997.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
vinayak plaza (new booking),0.22,konnagar,2700.0,2.0,2.0,1,2.0,North-West,Relatively New,West,684.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0
apanjan enclave (new booking),0.22,konnagar,2700.0,2.0,2.0,1,3.0,South-East,Relatively New,West,706.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
apanjan enclave (new booking),0.27,konnagar,2700.0,3.0,2.0,2,1.0,North,Relatively New,West,855.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
maa tara apartment,0.34,baguiati,4200.0,2.0,2.0,1,3.0,South-East,Relatively New,North,684.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0
maa tara apartment.,0.42,baguiati,4200.0,3.0,2.0,1,1.0,West,Relatively New,North,855.0,0.0,0.0,0.0,0.0,1.0,0.0,85.0
maa kalika apartment,0.35,baguiati,3500.0,2.0,2.0,1,4.0,South-East,Relatively New,North,855.0,0.0,0.0,0.0,0.0,1.0,0.0,92.0
"sanjay tower, new booking",0.39,dum dum,4500.0,2.0,2.0,1,2.0,South,Relatively New,North,732.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
"sanjay tower, new booking",0.35,dum dum,4500.0,2.0,2.0,1,2.0,North,Relatively New,North,666.0,0.0,0.0,0.0,0.0,1.0,0.0,136.0
on request,0.16,kaikhali,3500.0,1.0,1.0,1,0.0,South-East,Relatively New,North,385.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
on request,0.52,kaikhali,4500.0,3.0,2.0,1,6.0,South-East,Relatively New,North,984.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
on request,0.42,kaikhali,4407.0,2.0,2.0,1,6.0,South-East,Relatively New,North,815.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
on request,0.43,kaikhali,4500.0,2.0,2.0,1,1.0,North-East,Relatively New,North,817.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
on request,0.41,kaikhali,4500.0,2.0,2.0,1,1.0,North-East,Relatively New,North,787.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
on request,0.43,kaikhali,4500.0,2.0,2.0,1,1.0,North-East,Relatively New,North,815.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
on request,0.39,baguiati,4200.0,2.0,2.0,1,2.0,North-West,Relatively New,North,800.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
on request,0.37,baguiati,4200.0,2.0,2.0,1,3.0,North-West,Relatively New,North,761.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
on request,0.42,baguiati,4200.0,3.0,2.0,1,1.0,North-West,Relatively New,North,855.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
maa tara apartment,0.31,baguiati,3875.0,2.0,2.0,1,3.0,South-East,Moderately Old,North,692.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0
on request,0.36,baguiati,3796.0,2.0,2.0,1,5.0,East,Relatively New,North,822.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
on request,0.36,baguiati,3800.0,2.0,2.0,1,1.0,East,Relatively New,North,821.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
on request,0.32,baguiati,4000.0,2.0,1.0,1,2.0,North,Relatively New,North,684.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
on request,0.4,baguiati,4200.0,2.0,2.0,1,2.0,East,Relatively New,North,821.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
"on request, new booking",0.32,baguiati,4200.0,2.0,2.0,1,1.0,South-East,Relatively New,North,650.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
mayfair white field,0.29,narendrapur,3186.0,2.0,2.0,1,3.0,South-East,Relatively New,South,778.0,0.0,0.0,0.0,0.0,1.0,0.0,123.0
mayfair white field,0.31,narendrapur,3200.0,2.0,2.0,1,1.0,South-West,Relatively New,South,821.0,0.0,0.0,0.0,0.0,1.0,0.0,121.0
mayfair white field,0.31,narendrapur,3200.0,2.0,2.0,1,4.0,East,Relatively New,South,830.0,0.0,0.0,0.0,0.0,1.0,0.0,121.0
mayfair platinum,0.28,baruipur,3300.0,2.0,2.0,1,1.0,North-East,Relatively New,South,719.0,0.0,0.0,0.0,0.0,1.0,0.0,129.0
mayfair platinum,0.3,baruipur,3300.0,2.0,2.0,1,2.0,South,Relatively New,South,770.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
mayfair platinum,0.35,baruipur,3300.0,3.0,2.0,1,1.0,North-East,Relatively New,South,915.0,0.0,0.0,0.0,0.0,1.0,0.0,129.0
mayfair platinum,0.28,baruipur,3300.0,2.0,2.0,1,3.0,South-West,Relatively New,South,719.0,0.0,0.0,0.0,0.0,1.0,0.0,139.0
mayfair platinum,0.37,baruipur,3300.0,3.0,2.0,1,4.0,South-East,Relatively New,South,954.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0
on request,0.11,baguiati,2286.0,1.0,1.0,1,0.0,East,Relatively New,North,411.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
airavat apartment,0.5,dum dum,4500.0,3.0,2.0,1,4.0,South-East,New Property,North,958.0,0.0,0.0,0.0,1.0,0.0,0.0,81.0
"on request, new booking",0.43,kaikhali,4500.0,2.0,2.0,1,1.0,North-East,Relatively New,North,815.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
on request,0.86,new town,7166.0,3.0,2.0,2,3.0,East,Relatively New,East,1027.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.85,new town,6538.0,3.0,2.0,1,4.0,West,Relatively New,East,1112.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.9,new town,6428.0,3.0,2.0,1,3.0,South-West,Relatively New,East,1198.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0
nakshtra apartment,0.18,baguiati,2571.0,2.0,2.0,1,2.0,East,Relatively New,East,582.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
on request,0.55,new town,6875.0,2.0,2.0,1,3.0,West,Relatively New,East,684.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.58,new town,5888.0,2.0,2.0,1,3.0,East,Relatively New,East,843.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.78,new town,6500.0,3.0,2.0,1,3.0,South-West,Relatively New,East,1027.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.75,new town,6000.0,3.0,2.0,1,3.0,South-West,Relatively New,East,1069.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.83,new town,5669.0,3.0,2.0,2,2.0,North,Relatively New,East,1252.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.85,new town,5806.0,3.0,2.0,2,1.0,North-West,Relatively New,East,1252.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.44,new town,4489.0,2.0,2.0,1,3.0,North-East,Relatively New,East,838.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.64,new town,5120.0,3.0,2.0,1,3.0,North-West,Relatively New,East,1069.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.45,new town,4591.0,2.0,2.0,1,3.0,South-West,Relatively New,East,838.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.63,new town,5040.0,3.0,2.0,1,3.0,South-West,Relatively New,East,1069.0,0.0,0.0,0.0,0.0,1.0,0.0,70.0
on request new,0.47,nayabad,4000.0,3.0,2.0,1,3.0,South-East,Relatively New,South,1001.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0
on request,0.4,nayabad,4000.0,2.0,2.0,1,1.0,South-East,New Property,South,861.0,0.0,0.0,0.0,0.0,1.0,0.0,63.0
